model,split,seed,fold,source_file,PCC,RMSE,MAE,MSE,Spearman,R2,Per-drug PCC,Per-cell PCC,ECE,n_params,best_val_pcc,best_val_epoch,total_train_sec,sel_RMSE@50,sel_RMSE@70,sel_RMSE@90,sel_RMSE@100,epistemic_mean,aleatoric_mean
cdrscan,scaffold_blind,3,0,results/cdrscan/scaffold_blind_seed3_fold0.json,0.4667941927909851,2.6844792799850756,1.9765827655792236,7.20642900466919,0.3746818679136726,0.20514851808547974,0.6408264636993408,0.3269546329975128,,10713601,0.47942477464675903,1,629.2048871517181,,,,,,
cdrscan,scaffold_blind,4,0,results/cdrscan/scaffold_blind_seed4_fold0.json,0.5470608472824097,2.5663912930916424,1.8655455112457275,6.586364269256593,0.4560173050809135,0.2882404923439026,0.6862537860870361,0.42862167954444885,,10713601,0.5433380603790283,17,1425.7426133155823,,,,,,
cdrscan,tissue_blind,0,0,results/cdrscan/tissue_blind_seed0_fold0.json,0.8698753714561462,1.3876536911394348,1.0586620569229126,1.925582766532898,0.818692812350746,0.7556132078170776,0.3023412227630615,0.8983849287033081,,10713601,0.8681297302246094,7,892.0324668884277,,,,,,
cdrscan,tissue_blind,1,0,results/cdrscan/tissue_blind_seed1_fold0.json,0.8731976747512817,1.3521780475579643,1.0366435050964355,1.8283854722976685,0.825925004715842,0.758375883102417,0.3686143457889557,0.8998674154281616,,10713601,0.8744022846221924,25,1751.427217245102,,,,,,
cdrscan,tissue_blind,2,0,results/cdrscan/tissue_blind_seed2_fold0.json,0.8704681396484375,1.4260136663095009,1.1051102876663208,2.0335149765014644,0.8239464703737016,0.742373526096344,0.31726184487342834,0.9002143144607544,,10713601,0.8708207607269287,15,1196.3893678188324,,,,,,
cdrscan,tissue_blind,3,0,results/cdrscan/tissue_blind_seed3_fold0.json,0.8681566715240479,1.403010982647174,1.0710645914077759,1.9684398174285886,0.8217443892677013,0.7486580610275269,0.3310495913028717,0.8958390355110168,,10713601,0.8742663264274597,18,1416.425571680069,,,,,,
cdrscan,tissue_blind,4,0,results/cdrscan/tissue_blind_seed4_fold0.json,0.8713845014572144,1.411881635565023,1.0859754085540771,1.9934097528457644,0.8200598238693488,0.7562783360481262,0.31928762793540955,0.8984120488166809,,10713601,0.8653477430343628,5,677.4193625450134,,,,,,
drpreter,cell_blind,0,0,results/drpreter/cell_blind_seed0_fold0.json,0.8692928552627563,1.4344766584952506,1.0798410177230835,2.0577232837676998,0.8167294120326408,0.7422782182693481,0.3555420935153961,0.8887677192687988,,627073,0.8669134378433228,2,1435.7389571666718,,,,,,
drpreter,cell_blind,1,0,results/drpreter/cell_blind_seed1_fold0.json,0.8686923980712891,1.4030165479585477,1.0596822500228882,1.9684554338455198,0.8182189366221418,0.7528905272483826,0.3483349680900574,0.8918575048446655,,627073,0.8653552532196045,4,1767.2423391342163,,,,,,
drpreter,cell_blind,2,0,results/drpreter/cell_blind_seed2_fold0.json,0.860801100730896,1.4809622634005415,1.1220401525497437,2.1932492256164546,0.8092416612698431,0.7265059351921082,0.3442755341529846,0.8833887577056885,,627073,0.8585571050643921,2,1512.4981150627136,,,,,,
drpreter,cell_blind,3,0,results/drpreter/cell_blind_seed3_fold0.json,0.8549380302429199,1.4701705718176539,1.1133887767791748,2.1614015102386475,0.8006466980401744,0.728180468082428,0.2802119553089142,0.893314778804779,,627073,0.8541659116744995,11,2473.3497202396393,,,,,,
drpreter,cell_blind,4,0,results/drpreter/cell_blind_seed4_fold0.json,0.8653131723403931,1.4989667353638696,1.1570760011672974,2.246901273727417,0.8101466368441005,0.7175118923187256,0.3446374833583832,0.8868836164474487,,627073,0.8636521100997925,2,1398.04616355896,,,,,,
drpreter,drug_blind,0,0,results/drpreter/drug_blind_seed0_fold0.json,0.5399908423423767,2.7357735681140007,2.1716158390045166,7.484457015991211,0.45301385720340664,0.2113472819328308,0.5298739671707153,0.5038376450538635,,627073,0.5354251265525818,6,2146.4591529369354,,,,,,
drpreter,drug_blind,1,0,results/drpreter/drug_blind_seed1_fold0.json,0.5424942970275879,2.628429352581353,2.017673969268799,6.908640861511231,0.4542595799685944,0.2639910578727722,0.43742963671684265,0.5275977253913879,,627073,0.5487303733825684,3,1649.8209252357483,,,,,,
drpreter,drug_blind,2,0,results/drpreter/drug_blind_seed2_fold0.json,0.5763692259788513,2.5508416301596935,2.024975299835205,6.506793022155763,0.48440995162838413,0.31404656171798706,0.4395284056663513,0.5649264454841614,,627073,0.5856399536132812,3,1560.341671705246,,,,,,
drpreter,drug_blind,3,0,results/drpreter/drug_blind_seed3_fold0.json,0.645618200302124,2.417390868318463,1.9572290182113647,5.843778610229493,0.5372473055253805,0.3840503692626953,0.6542709469795227,0.5997554659843445,,627073,0.6433752179145813,40,6392.711690187454,,,,,,
drpreter,drug_blind,4,0,results/drpreter/drug_blind_seed4_fold0.json,0.5792062282562256,2.6637716274376992,2.088075876235962,7.095679283142089,0.45689655427006975,0.2506350874900818,0.416240930557251,0.5624378323554993,,627073,0.5775225162506104,3,1744.858879327774,,,,,,
drpreter,random,0,0,results/drpreter/random_seed0_fold0.json,0.9274738430976868,1.0469062003425493,0.776486337184906,1.096012592315674,0.887461844294572,0.8590835332870483,0.7098977565765381,0.9036879539489746,,627073,0.928912878036499,45,6381.381377458572,,,,,,
drpreter,random,1,0,results/drpreter/random_seed1_fold0.json,0.9230512380599976,1.0679508523062236,0.7888991832733154,1.1405190229415894,0.8816268375840152,0.8510681986808777,0.6980020999908447,0.9001120328903198,,627073,0.9302589297294617,50,6216.454944610596,,,,,,
drpreter,random,2,0,results/drpreter/random_seed2_fold0.json,0.9256517291069031,1.0439295540058278,0.7731593251228333,1.0897889137268064,0.887476961627707,0.8551872968673706,0.7105405926704407,0.9048439860343933,,627073,0.9306752681732178,46,6330.853133440018,,,,,,
drpreter,random,3,0,results/drpreter/random_seed3_fold0.json,0.9265432357788086,1.0415145508642043,0.7760699391365051,1.0847525596618652,0.8832195706519443,0.8572901487350464,0.7063438296318054,0.9016766548156738,,627073,0.9342621564865112,47,5923.118831157684,,,,,,
drpreter,random,4,0,results/drpreter/random_seed4_fold0.json,0.9244968891143799,1.0493488404385591,0.7871723175048828,1.1011329889297488,0.8827920800273871,0.8521005511283875,0.7034072875976562,0.9034522175788879,,627073,0.9319754838943481,50,6148.42557144165,,,,,,
drpreter,scaffold_blind,0,0,results/drpreter/scaffold_blind_seed0_fold0.json,0.43813472986221313,2.8029814820564227,2.1273088455200195,7.85670518875122,0.39059559699979274,0.17092877626419067,0.587303876876831,0.34736552834510803,,627073,0.4409344792366028,7,2170.8315274715424,,,,,,
drpreter,scaffold_blind,1,0,results/drpreter/scaffold_blind_seed1_fold0.json,0.36151671409606934,2.8306719865729493,2.0414137840270996,8.012703895568848,0.3536276389250213,-0.0916590690612793,0.4028368294239044,0.33386194705963135,,627073,0.3791581392288208,3,1748.6465148925781,,,,,,
drpreter,scaffold_blind,2,0,results/drpreter/scaffold_blind_seed2_fold0.json,0.6040689945220947,2.4317971052813765,1.8107291460037231,5.913637161254882,0.5480241157408575,0.3433629870414734,0.5481356978416443,0.5634260177612305,,627073,0.5986450910568237,11,2681.577274084091,,,,,,
drpreter,scaffold_blind,3,0,results/drpreter/scaffold_blind_seed3_fold0.json,0.6619590520858765,2.2754415481828527,1.7423222064971924,5.177634239196777,0.5704497272424517,0.42891961336135864,0.6280904412269592,0.6076937913894653,,627073,0.6705144643783569,21,7847.488111972809,,,,,,
drpreter,scaffold_blind,4,0,results/drpreter/scaffold_blind_seed4_fold0.json,0.5862907767295837,2.4653396228560824,1.9063392877578735,6.077899456024171,0.46305272662278923,0.3431881070137024,0.6002894639968872,0.5128096342086792,,627073,0.5890213251113892,8,2988.3447544574738,,,,,,
drpreter,tissue_blind,0,0,results/drpreter/tissue_blind_seed0_fold0.json,0.8538991808891296,1.5221143405087134,1.1717525720596313,2.3168320655822754,0.8009151207888027,0.7059574723243713,0.12069185078144073,0.8954893946647644,,627073,0.8478342294692993,6,3643.273918867111,,,,,,
drpreter,tissue_blind,1,0,results/drpreter/tissue_blind_seed1_fold0.json,0.8484203815460205,1.5097916022233548,1.1510075330734253,2.279470682144165,0.7946956374288648,0.6987642645835876,0.09132935106754303,0.893609881401062,,627073,0.8551390171051025,20,4904.845728158951,,,,,,
drpreter,tissue_blind,2,0,results/drpreter/tissue_blind_seed2_fold0.json,0.8457051515579224,1.563427916609317,1.1952835321426392,2.4443068504333496,0.7931261032827032,0.6903302073478699,0.009269962087273598,0.8893659710884094,,627073,0.8496373891830444,2,1585.6957483291626,,,,,,
drpreter,tissue_blind,3,0,results/drpreter/tissue_blind_seed3_fold0.json,0.8451451063156128,1.5231636779407438,1.1558476686477661,2.320027589797974,0.7909277693379704,0.7037652730941772,0.08786950260400772,0.8905535340309143,,627073,0.8535122275352478,6,2118.7295281887054,,,,,,
drpreter,tissue_blind,4,0,results/drpreter/tissue_blind_seed4_fold0.json,0.852619469165802,1.6762311282649478,1.3090664148330688,2.80975079536438,0.7887179520661844,0.656469464302063,0.040271252393722534,0.895698606967926,,627073,0.8410001397132874,5,1985.8356659412384,,,,,,
graphdrp,cell_blind,0,0,results/graphdrp/cell_blind_seed0_fold0.json,0.8838163614273071,1.348137015128677,1.0183525085449219,1.8174734115600584,0.8349970015138762,0.7723685503005981,0.44251158833503723,0.8990247845649719,,2859494,0.881623387336731,7,1199.9191663265228,,,,,,
graphdrp,cell_blind,1,0,results/graphdrp/cell_blind_seed1_fold0.json,0.8838091492652893,1.321765528986493,0.9911991953849792,1.7470641136169434,0.8351157173269493,0.7806828022003174,0.4431014955043793,0.9016453623771667,,2859494,0.8834691047668457,16,1892.236212015152,,,,,,
graphdrp,cell_blind,2,0,results/graphdrp/cell_blind_seed2_fold0.json,0.8848164677619934,1.3196778888429188,0.9957534074783325,1.741549730300903,0.8368249456232326,0.7828320264816284,0.43717852234840393,0.9056006669998169,,2859494,0.8830784559249878,32,2949.658668756485,,,,,,
graphdrp,cell_blind,3,0,results/graphdrp/cell_blind_seed3_fold0.json,0.882476270198822,1.3591516245452633,1.0423648357391357,1.8472931385040283,0.831947503472429,0.7676829695701599,0.4250650405883789,0.9029501676559448,,2859494,0.8775638341903687,8,1282.3703265190125,,,,,,
graphdrp,cell_blind,4,0,results/graphdrp/cell_blind_seed4_fold0.json,0.8862001299858093,1.3098827333597896,0.9886274337768555,1.7157927751541135,0.8338059227830333,0.7842847108840942,0.4538518786430359,0.9012327790260315,,2859494,0.8845432996749878,8,1292.8196239471436,,,,,,
graphdrp,drug_blind,0,0,results/graphdrp/drug_blind_seed0_fold0.json,0.5665595531463623,2.599914578721845,1.894185185432434,6.75955581665039,0.5006057946038126,0.2877316474914551,0.65207839012146,0.5020081996917725,,2859494,0.5625464916229248,18,1953.0104269981384,,,,,,
graphdrp,drug_blind,1,0,results/graphdrp/drug_blind_seed1_fold0.json,0.5215593576431274,2.7212823058257825,1.9993447065353394,7.405377388000487,0.4920400948423031,0.2110714316368103,0.6200159788131714,0.46526390314102173,,2859494,0.52358478307724,1,763.7726714611053,,,,,,
graphdrp,drug_blind,2,0,results/graphdrp/drug_blind_seed2_fold0.json,0.535408616065979,2.660695832097988,1.9279468059539795,7.079302310943604,0.5099751716262672,0.25369197130203247,0.6430031657218933,0.48098257184028625,,2859494,0.5372943878173828,3,902.0895171165466,,,,,,
graphdrp,drug_blind,3,0,results/graphdrp/drug_blind_seed3_fold0.json,0.5780987739562988,2.5939623274703605,1.9329971075057983,6.72864055633545,0.5004628636744312,0.2907835841178894,0.6432933211326599,0.5220648050308228,,2859494,0.5680652856826782,3,901.0038273334503,,,,,,
graphdrp,drug_blind,4,0,results/graphdrp/drug_blind_seed4_fold0.json,0.4879981279373169,2.8724963025632855,2.115311861038208,8.251235008239746,0.42338368152205674,0.12859845161437988,0.6601939797401428,0.4019559621810913,,2859494,0.48608115315437317,11,1460.2691605091095,,,,,,
graphdrp,random,0,0,results/graphdrp/random_seed0_fold0.json,0.9373339414596558,0.9734662524733136,0.7178415656089783,0.9476365447044373,0.9025246126703101,0.8781605362892151,0.7492434978485107,0.9165260195732117,,2859494,0.9423993229866028,44,3540.9511382579803,,,,,,
graphdrp,random,1,0,results/graphdrp/random_seed1_fold0.json,0.9347549676895142,0.9839456318144462,0.7199805974960327,0.9681490063667296,0.9006423166739982,0.8735767006874084,0.745668351650238,0.915274977684021,,2859494,0.9435229301452637,48,3575.756115913391,,,,,,
graphdrp,random,2,0,results/graphdrp/random_seed2_fold0.json,0.9356500506401062,0.9699422513839393,0.7104672193527222,0.9407879710197449,0.9035071154794277,0.8749867677688599,0.7540282607078552,0.9198980927467346,,2859494,0.941275417804718,46,3627.584969997406,,,,,,
graphdrp,random,3,0,results/graphdrp/random_seed3_fold0.json,0.938244104385376,0.954961570695533,0.7092576026916504,0.9119516015052794,0.900256657175664,0.8800238370895386,0.7547339200973511,0.9165011644363403,,2859494,0.9471132755279541,49,3575.175508260727,,,,,,
graphdrp,random,4,0,results/graphdrp/random_seed4_fold0.json,0.9370291829109192,0.9546041111965272,0.7136021256446838,0.9112690091133117,0.9021476967793828,0.8776022791862488,0.7574501633644104,0.9221073985099792,,2859494,0.9452577233314514,49,3625.690957546234,,,,,,
graphdrp,scaffold_blind,0,0,results/graphdrp/scaffold_blind_seed0_fold0.json,0.5418460369110107,2.65534850137554,2.079054117202759,7.050875663757325,0.43455006987634115,0.25596320629119873,0.6304535269737244,0.46235018968582153,,2859494,0.539679229259491,1,765.1354947090149,,,,,,
graphdrp,scaffold_blind,1,0,results/graphdrp/scaffold_blind_seed1_fold0.json,0.4001537561416626,2.74810127253263,1.9548511505126953,7.55206060409546,0.39499916717887507,-0.028900623321533203,0.6126578450202942,0.3151296377182007,,2859494,0.41290539503097534,5,1044.740650177002,,,,,,
graphdrp,scaffold_blind,2,0,results/graphdrp/scaffold_blind_seed2_fold0.json,0.478102445602417,2.7084976342078053,2.059422731399536,7.335959434509278,0.42492197861409325,0.18543154001235962,0.5766642689704895,0.4041428864002228,,2859494,0.4873273968696594,1,759.8894505500793,,,,,,
graphdrp,scaffold_blind,3,0,results/graphdrp/scaffold_blind_seed3_fold0.json,0.7056931257247925,2.155619100516706,1.742592692375183,4.646693706512452,0.5798977883293288,0.4874810576438904,0.6460697054862976,0.6541677117347717,,2859494,0.6989298462867737,10,1403.8349480628967,,,,,,
graphdrp,scaffold_blind,4,0,results/graphdrp/scaffold_blind_seed4_fold0.json,0.613280713558197,2.4290277008386814,1.9112781286239624,5.90017557144165,0.4596010969003756,0.36239391565322876,0.678716778755188,0.5291881561279297,,2859494,0.6239567995071411,10,1395.649084329605,,,,,,
graphdrp,tissue_blind,0,0,results/graphdrp/tissue_blind_seed0_fold0.json,0.863564670085907,1.4201986470768142,1.0886223316192627,2.0169641971588135,0.8116771391068403,0.7440154552459717,0.20788738131523132,0.8978718519210815,,2859494,0.8588693141937256,3,978.9723463058472,,,,,,
graphdrp,tissue_blind,1,0,results/graphdrp/tissue_blind_seed1_fold0.json,0.8592749834060669,1.4340357294034087,1.114454746246338,2.0564584732055664,0.8104972881427747,0.72823566198349,0.26461100578308105,0.89277583360672,,2859494,0.863831102848053,4,1055.921548128128,,,,,,
graphdrp,tissue_blind,2,0,results/graphdrp/tissue_blind_seed2_fold0.json,0.8555660247802734,1.4921094464564146,1.1355819702148438,2.226390600204468,0.8032447388110688,0.7179380655288696,0.10067566484212875,0.8960269689559937,,2859494,0.8587280511856079,13,1723.6134676933289,,,,,,
graphdrp,tissue_blind,3,0,results/graphdrp/tissue_blind_seed3_fold0.json,0.8638315796852112,1.4684198698392752,1.1361726522445679,2.156256914138794,0.8184669325120464,0.7246764898300171,0.30763185024261475,0.895734965801239,,2859494,0.8705009818077087,6,1205.1706147193909,,,,,,
graphdrp,tissue_blind,4,0,results/graphdrp/tissue_blind_seed4_fold0.json,0.8686534762382507,1.4210339248924322,1.0873163938522339,2.0193374156951904,0.8165609349010018,0.7531083226203918,0.2829100489616394,0.8996211886405945,,2859494,0.862075924873352,5,1126.8647301197052,,,,,,
pathxdrp,cell_blind,0,0,results/pathxdrp/cell_blind_seed0_fold0.json,0.8622361421585083,1.4478134374617553,1.07146418094635,2.0961637496948238,0.8077911184439481,0.7374637126922607,0.30752092599868774,0.8876035213470459,0.384588187797539,2819206,0.8640919923782349,21,5815.220676660538,1.1191934569772222,1.2319650422994957,1.3475342626232112,1.4478134374617553,1.187774419784546,0.12592662870883942
pathxdrp,cell_blind,1,0,results/pathxdrp/cell_blind_seed1_fold0.json,0.861945390701294,1.4354169099066556,1.0814837217330933,2.0604217052459717,0.808295430995663,0.7413455247879028,0.28384923934936523,0.8908689618110657,0.10495779874981827,2819206,0.8599592447280884,2,2125.6085267066956,1.1302922066830343,1.2319063538190607,1.3574540168744085,1.4354169099066556,1.7956174612045288,0.5651513338088989
pathxdrp,cell_blind,2,0,results/pathxdrp/cell_blind_seed2_fold0.json,0.8634822368621826,1.4438527751853796,1.091916799545288,2.0847108364105225,0.8059378958689842,0.7400404810905457,0.3211161494255066,0.8901724815368652,0.19014214161796328,2819206,0.8611654043197632,2,2117.009818792343,1.100589132769735,1.2112400784396165,1.3516601350832669,1.4438526926220498,1.5821315050125122,0.5535473823547363
pathxdrp,cell_blind,3,0,results/pathxdrp/cell_blind_seed3_fold0.json,0.8677204251289368,1.415265830583011,1.0615969896316528,2.00297737121582,0.8149154481807268,0.7481039762496948,0.34082427620887756,0.8952943682670593,0.18670535662565146,2819206,0.8655222058296204,14,4281.942634820938,1.0429749220761897,1.1830526191346766,1.31138195373943,1.415265830583011,1.619213581085205,0.16979318857192993
pathxdrp,cell_blind,4,0,results/pathxdrp/cell_blind_seed4_fold0.json,0.8636565804481506,1.4337415073346123,1.0811902284622192,2.055614709854126,0.8089659494370218,0.7415611147880554,0.3279619514942169,0.8877628445625305,0.0668067312085372,2819206,0.8591501712799072,2,2116.2809443473816,1.087373620944185,1.2045685666126036,1.3337990672587732,1.4337415073346123,1.8600608110427856,0.4368211030960083
pathxdrp,drug_blind,0,0,results/pathxdrp/drug_blind_seed0_fold0.json,0.4578695297241211,2.837263317572013,2.0247864723205566,8.050063133239746,0.43006378463646716,0.15174823999404907,0.6287655830383301,0.38427844643592834,1.4537992304614278,2819206,0.4548099637031555,12,3908.3638322353363,2.130181782626185,2.295030852631936,2.552113113748572,2.837263317572013,1.735875129699707,0.18184635043144226
pathxdrp,drug_blind,1,0,results/pathxdrp/drug_blind_seed1_fold0.json,0.5924869179725647,2.477942915356679,1.9332295656204224,6.140201091766357,0.48787892224400176,0.3458564877510071,0.6061360239982605,0.5343663692474365,1.1511336925333966,2819206,0.5995123386383057,14,4273.441075563431,1.9961166828428236,2.095485252865504,2.1604620663597505,2.477942915356679,1.6707592010498047,0.1780259758234024
pathxdrp,drug_blind,2,0,results/pathxdrp/drug_blind_seed2_fold0.json,0.42380058765411377,3.049460541591998,2.1059560775756836,9.299209594726562,0.40239782969680493,0.019666850566864014,0.6177974343299866,0.3797822892665863,1.8399063297698572,2819206,0.41954678297042847,11,3713.562386751175,2.519947106396653,2.5332189366796434,2.752099016382165,3.049460541591998,1.3105448484420776,0.14619296789169312
pathxdrp,drug_blind,3,0,results/pathxdrp/drug_blind_seed3_fold0.json,0.5291690826416016,2.662180574266829,2.024195671081543,7.087205410003663,0.4232667698506687,0.25298982858657837,0.6255439519882202,0.4613650143146515,1.5499699140337313,2819206,0.5286579132080078,14,4244.522356033325,2.4213475791320227,2.3593090123933944,2.3117469386231795,2.662180574266829,1.175023078918457,0.12686699628829956
pathxdrp,drug_blind,4,0,results/pathxdrp/drug_blind_seed4_fold0.json,0.5611204504966736,2.5945302869639324,1.9767552614212036,6.731587409973145,0.47907155815187064,0.28908634185791016,0.6386181712150574,0.4896734952926636,1.4463670624260452,2819206,0.5525452494621277,19,5156.667067527771,2.1477597919037086,2.2400161916283827,2.4147999448823314,2.5945301031783825,1.3312960863113403,0.14289060235023499
pathxdrp,random,0,0,results/pathxdrp/random_seed0_fold0.json,0.9308871030807495,1.0238306004022382,0.7473228573799133,1.0482290983200075,0.8942615131224998,0.8652271628379822,0.7264857888221741,0.9077726006507874,0.20813542919385222,2819206,0.9322270750999451,48,9428.772917985916,0.7525037458713106,0.8339553935176796,0.9267379388798723,1.0238306004022382,0.7588785290718079,0.08676231652498245
pathxdrp,random,1,0,results/pathxdrp/random_seed1_fold0.json,0.9286307096481323,1.030118784212334,0.7494050860404968,1.0611447095870972,0.8923482628266434,0.8614330887794495,0.7224732041358948,0.9081801176071167,0.22318774463528884,2819206,0.9360558986663818,43,9176.922999382019,0.7649505914676972,0.8405613517064138,0.9397449634921402,1.030118668488499,0.7704523205757141,0.08667481690645218
pathxdrp,random,2,0,results/pathxdrp/random_seed2_fold0.json,0.9290221333503723,1.0209596646567773,0.739059329032898,1.0423586368560793,0.8954561514611187,0.8614899516105652,0.7344850301742554,0.9124244451522827,0.21594616235546427,2819206,0.9373561143875122,38,8849.525344133377,0.7802197338811113,0.8306933826803365,0.9127408441394158,1.0209597230377743,0.755739152431488,0.08707393705844879
pathxdrp,random,3,0,results/pathxdrp/random_seed3_fold0.json,0.9328901171684265,0.9975725155240309,0.7314743995666504,0.9951509237289429,0.8929438958315166,0.8690781593322754,0.7365378737449646,0.9101014733314514,0.24584467176639632,2819206,0.9417835474014282,41,8969.2406167984,0.7621857214324708,0.8416790802358093,0.916875212239642,0.9975725155240309,0.6828779578208923,0.07711440324783325
pathxdrp,random,4,0,results/pathxdrp/random_seed4_fold0.json,0.9295365214347839,1.0152978223383737,0.7495743632316589,1.030829668045044,0.8915906334326104,0.8615434169769287,0.7306486368179321,0.912644624710083,0.32696183204104196,2819206,0.9389042854309082,44,9853.480336904526,0.801542822464308,0.8635971388966889,0.9400369333052483,1.0152978223383737,0.6611318588256836,0.07567878812551498
pathxdrp,scaffold_blind,0,0,results/pathxdrp/scaffold_blind_seed0_fold0.json,0.4694400429725647,2.7474189263167257,2.142686367034912,7.54831075668335,0.3858741619637605,0.20347177982330322,0.6249898672103882,0.3496986925601959,1.6897610141570119,2819206,0.46965017914772034,7,2970.8017625808716,2.6743463163181564,2.6348389204617018,2.6361826711985903,2.7474189263167257,1.129396677017212,0.1567019820213318
